Date,EM_PRICE,EM_TR,EM_EMEA_PRICE,EM_EMEA_TR,EM_LATAM_PRICE,EM_LATAM_TR,EM_ASIA_PRICE,EM_ASIA_TR,ACWI_PRICE,ACWI_TR,DEV_PRICE,DEV_TR,DEV_NORTHAM_PRICE,DEV_NORTHAM_TR,DEV_EUROPE_PRICE,DEV_EUROPE_TR,DEV_ASIA_PRICE,DEV_ASIA_TR,UK_PRICE,UK_TR,IRELAND_PRICE,IRELAND_TR,GERMANY_PRICE,GERMANY_TR,AUSTRIA_PRICE,AUSTRIA_TR,SWITZERLAND_PRICE,SWITZERLAND_TR,NETHERLANDS_PRICE,NETHERLANDS_TR,BELGIUM_PRICE,BELGIUM_TR,SWEDEN_PRICE,SWEDEN_TR,FINLAND_PRICE,FINLAND_TR,NORWAY_PRICE,NORWAY_TR,FRANCE_PRICE,FRANCE_TR,ITALY_PRICE,ITALY_TR,SPAIN_PRICE,SPAIN_TR,PORTUGAL_PRICE,PORTUGAL_TR,ISRAEL_PRICE,ISRAEL_TR,JAPAN_PRICE,JAPAN_TR,AUSTRALIA_PRICE,AUSTRALIA_TR,NEW_ZEALAND_PRICE,NEW_ZEALAND_TR,HONG_KONG_PRICE,HONG_KONG_TR,SINGAPORE_PRICE,SINGAPORE_TR,BRAZIL_PRICE,BRAZIL_TR,MEXICO_PRICE,MEXICO_TR,CHILE_PRICE,CHILE_TR,COLOMBIA_PRICE,COLOMBIA_TR,PERU_PRICE,PERU_TR,RUSSIA_PRICE,RUSSIA_TR,POLAND_PRICE,POLAND_TR,HUNGARY_PRICE,HUNGARY_TR,CZECH_PRICE,CZECH_TR,GREECE_PRICE,GREECE_TR,TURKEY_PRICE,TURKEY_TR,QATAR_PRICE,QATAR_TR,UAE_PRICE,UAE_TR,EGYPT_PRICE,EGYPT_TR,SOUTH_AFRICA_PRICE,SOUTH_AFRICA_TR,CHINA_PRICE,CHINA_TR,INDIA_PRICE,INDIA_TR,TAIWAN_PRICE,TAIWAN_TR,KOREA_PRICE,KOREA_TR,MALAYSIA_PRICE,MALAYSIA_TR,INDONESIA_PRICE,INDONESIA_TR,THAILAND_PRICE,THAILAND_TR,PHILLIPINES_PRICE,PHILLIPINES_TR,CANADA_PRICE,CANADA_TR,USA_PRICE,USA_TR
31/08/83,,,,,,,,,,,177.312,315.975,175.795,321.301,144.658,285.306,416.398,605.596,168.107,351.152,,,151.522,264.006,147.873,230.197,198.815,291.914,185.82,441.146,123.466,318.051,341.871,642.653,24.842,112.266,277.59,465.856,98.987,211.147,57.507,84.665,27.197,74.667,,,,,562.323,794.793,101.921,185.866,,,465.557,804.439,908.613,1298.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.966,410.313,155.924,286.262
30/09/83,,,,,,,,,,,180.467,322.61,177.541,325.66,146.788,290.509,439.689,640.429,167.261,350.807,,,159.319,278.221,151.928,237.255,205.734,302.801,190.708,454.679,123.387,319.926,334.666,630.204,25.207,105.599,287.458,483.758,103.788,222.025,55.959,82.589,28.055,77.841,,,,,606.039,857.584,106.174,194.259,,,339.728,590.384,897.695,1284.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.7,416.146,157.4,290.035
31/10/83,,,,,,,,,,,177.908,319.053,174.316,320.922,146.308,290.561,438.437,639.574,163.825,345.03,,,171.896,300.788,149.513,234.039,211.584,312.137,181.691,435.117,115.322,301.114,325.047,613.199,26.442,101.807,270.59,456.751,103.307,221.635,52.204,77.258,29.534,82.746,,,,,602.409,853.453,104.267,191.42,,,407.454,711.589,871.268,1248.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.291,392.105,155.074,286.821
30/11/83,,,,,,,,,,,182.06,327.536,178.231,329.333,150.243,299.372,445.868,651.394,170.54,360.595,,,170.558,299.038,146.224,229.435,219.266,324.191,186.199,447.826,118.797,312.244,338.008,638.723,27.118,94.659,277.248,469.356,107.334,230.899,53.258,79.024,29.199,82.653,,,,,609.169,864.049,113.833,209.64,,,401.336,704.423,874.397,1255.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.343,426.518,157.849,293.048
30/12/83,,,,,,,,,,,183.952,331.964,176.755,327.798,150.996,301.868,476.915,697.737,170.253,361.417,,,171.49,301.261,149.434,235.009,230.027,340.816,190.698,460.541,123.786,327.407,321.373,608.355,27.353,103.943,285.142,484.047,109.831,236.883,52.672,78.359,26.093,74.736,,,,,655.431,930.699,116.232,214.707,,,414.188,730.528,942.969,1355.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.77,426.654,156.432,291.501
31/01/84,,,,,,,,,,,185.039,334.958,173.776,323.485,156.708,314.262,499.171,731.28,176.366,375.79,,,171.313,301.531,143.578,226.506,221.603,329.031,212.87,515.917,130.246,346.488,346.294,656.599,31.768,111.06,317.797,540.932,115.651,250.027,60.817,90.673,28.333,82.025,,,,,685.438,974.33,115.558,214.13,,,525.439,930.307,964.871,1389.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.606,406.415,154.132,288.315
29/02/84,,,,,,,,,,,181.537,329.677,166.403,310.984,161.062,324.047,494.32,725.168,182.801,391.009,,,177.115,312.376,154.662,244.573,224.575,334.211,214.63,522.17,130.806,350.135,349.36,663.962,31.864,108.024,332.058,566.806,118.159,256.093,61.823,92.383,32.593,95.284,,,,,682.715,971.488,111.238,206.824,,,504.03,895.998,930.191,1341.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.64,402.347,147.179,276.421
30/03/84,,,,,,,,,,,189.609,345.404,168.193,315.556,164.475,332.003,568.701,835.314,189.088,406.01,,,177.394,313.513,156.492,248.056,226.859,338.393,216.844,529.709,137.445,370.121,363.685,692.431,34.753,100.276,346.28,592.69,119.841,260.416,62.313,93.334,33.459,98.753,,,,,805.204,1146.853,115.272,215.043,,,483.183,862.658,909.351,1313.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.221,390.41,149.341,281.595
30/04/84,,,,,,,,,,,188.45,344.367,168.825,317.981,161.791,327.66,557.352,819.672,187.292,403.674,,,170.608,302.162,147.31,234.064,224.73,335.985,207.545,509.082,142.807,386.86,335.948,640.856,32.373,92.42,365.952,627.914,126.312,275.142,58.873,88.426,32.006,95.399,,,,,786.951,1121.909,113.937,213.28,,,492.03,882.283,904.969,1309.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.884,380.347,150.328,284.581
31/05/84,,,,,,,,,,,173.852,318.778,158.901,300.544,149.523,303.905,488.288,719.129,167.211,361.925,,,162.252,288.024,145.242,231.35,213.22,319.547,196.879,485.016,136.08,370.978,299.665,572.889,32.551,93.723,352.117,605.758,121.505,265.346,56.146,84.598,32.477,97.741,,,,,689.535,984.081,95.3,179.107,,,440.786,794.284,842.039,1220.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.154,364.188,141.335,268.699
29/06/84,,,,,,,,,,,174.884,321.754,161.193,306.139,148.789,303.49,487.328,718.718,167.632,364.964,,,163.022,290.045,141.127,225.387,205.901,309.33,197.48,488.562,128.473,352.562,306.664,587.514,31.548,92.114,296.025,510.804,117.97,258.296,56.528,85.437,32.881,99.865,,,,,692.092,988.759,93.805,177.003,,,432.006,782.371,780.062,1132.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.752,357.469,143.77,274.478
31/07/84,,,,,,,,,,,168.266,310.662,159.079,303.399,138.553,283.668,456.169,673.741,156.955,343.236,,,146.236,260.812,135.024,216.209,192.612,290.08,177.733,441.698,125.77,347.415,304.57,584.714,29.931,96.351,288.203,498.794,105.177,230.935,54.105,82.034,34.272,104.997,,,,,642.573,919.013,93.652,177.396,,,383.95,699.193,796.915,1159.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.265,347.012,142.081,272.413
31/08/84,,,,,,,,,,,184.682,342.057,176.144,337.228,149.83,307.811,494.306,731.061,172.123,377.921,,,154.721,276.572,134.97,216.694,205.892,310.81,204.287,509.684,140.346,389.968,299.132,575.501,30.4,89.342,320.623,556.402,116.096,255.562,57.042,86.745,34.706,107.21,,,,,697.01,997.884,102.784,195.395,,,448.515,820.705,790.494,1152.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.92,397.838,156.939,302.067
28/09/84,,,,,,,,,,,183.518,340.977,175.673,337.622,147.151,303.329,491.815,728.372,168.434,371.304,,,156.874,281.019,134.411,216.347,199.35,301.635,211.281,529.106,135.201,377.85,278.837,537.658,27.835,72.552,294.062,511.729,114.758,253.237,52.049,79.4,35.802,111.461,,,,,693.37,993.682,101.215,193.118,,,483.714,889.066,758.804,1108.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.323,394.322,156.6,302.595
31/10/84,,,,,,,,,,,185.009,344.837,175.604,338.791,147.056,304.153,512.133,759.47,166.893,369.369,,,160.726,288.52,136.264,219.88,202.5,307.111,208.114,523.146,137.752,387.196,270.811,523.388,28.382,72.392,299.742,523.005,116.485,257.669,51.92,79.463,34.216,107.396,,,,,726.904,1042.756,104.63,200.377,,,488.263,901.428,707.223,1035.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.823,387.353,156.814,304.195
30/11/84,,,,,,,,,,,183.845,343.758,173.39,335.826,146.203,303.404,515.859,766.003,169.74,377.129,,,158.778,285.627,138.074,223.343,199.144,302.718,202.09,509.962,131.997,373.223,252.825,489.816,27.102,75.603,282.052,493.516,113.753,252.238,51.796,79.53,34.127,107.988,,,,,731.173,1049.894,105.076,201.989,,,540.782,1002.432,681.286,999.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.421,387.803,154.698,301.281
31/12/84,,,,,,,,,,,187.205,351.132,176.96,344.053,146.816,305.68,532.551,791.799,171.324,382.094,,,158.593,285.89,138.672,224.845,198.885,303.01,202.815,513.717,130.45,371.038,247.219,480.136,25.881,71.607,278.352,488.402,112.025,249.012,55.631,85.674,33.215,105.893,,,,,758.51,1090.155,97.291,187.766,,,577.05,1073.815,673.897,990.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.326,394.268,158.006,308.921
31/01/85,,,,,,,,,,,197.057,370.708,190.482,371.673,153.162,319.887,533.037,793.518,174.448,390.476,,,164.874,297.807,138.99,225.894,205.273,313.409,219.356,557.568,125.414,358.916,269.038,523.688,25.146,70.812,315.983,555.848,118.241,263.432,62.838,97.027,39.092,125.432,,,,,754.042,1084.727,103.004,199.519,,,660.454,1233.279,689.014,1015.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.048,425.941,170.102,333.786
28/02/85,,,,,,,,,,,196.964,371.62,191.376,374.746,146.376,306.674,543.562,810.179,164.631,369.881,,,159.323,288.352,151.662,247,193.184,295.601,215.694,550.119,126.51,364.137,249.601,487.023,23.846,78.096,293.215,517.16,114.893,256.559,62.206,96.281,36.063,116.497,,,,,778.087,1120.343,92.884,180.566,,,662.94,1242.182,673.696,994.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.776,408.307,171.522,337.785
29/03/85,,,,,,,,,,,203.303,384.711,191.531,376.396,162.81,342.213,570.667,851.569,190.173,428.912,,,174.535,316.508,175.81,286.898,209.776,321.727,231.171,591.833,136.63,395.555,257.795,504.261,23.893,84.448,296.106,523.786,128.946,288.583,64.641,100.3,38.752,126.028,,,,,821.808,1184.311,95.033,185.402,,,661.277,1243.372,671.763,994.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.926,418.898,171.384,338.745
30/04/85,,,,,,,,,,,202.242,383.849,190.541,375.813,167.013,352.186,554.322,828.161,194.143,439.544,,,181.648,330.082,224.875,367.538,218.462,335.817,238.702,613.385,134.319,391.252,261.375,512.512,22.615,79.875,318.936,565.769,131.829,295.692,66.149,102.906,37.572,123.033,,,,,793.077,1143.925,93.371,182.778,,,726.956,1371.399,654.258,970.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.58,421.277,170.398,338.042
31/05/85,,,,,,,,,,,212.126,403.77,201.207,398.23,175.235,370.689,573.056,857.151,203.266,461.917,,,199.888,363.912,257.267,421.051,225.447,347.328,232.661,600.163,140.464,411.604,250.241,491.943,22.9,77.755,325.691,579.408,142.722,320.79,72.222,112.645,37.611,124.013,,,,,820.087,1183.919,95.279,187.148,,,765.41,1448.466,671.677,998.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.202,434.659,180.337,359.024
28/06/85,,,,,,,,,,,215.396,411.168,203.182,403.527,176.805,375.201,593.769,889.144,195.743,446.57,,,216.851,395.498,274.22,449.402,244.806,377.942,238.676,618.065,134.866,397.7,246.65,486.177,22.14,67.869,308.465,550.432,138.364,311.676,80.034,125.126,36.65,121.72,,,,,856.433,1237.441,95.48,188.194,,,755.496,1434.244,635.29,946.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.265,432.275,182.368,364.338
31/07/85,,,,,,,,,,,219.314,419.848,202.601,403.771,192.922,410.709,603.597,904.92,219.257,502.15,,,223.684,408.726,269.758,442.764,276.538,427.813,259.611,674.888,146.485,434.679,272.392,538.286,23.939,73.335,354.211,634.075,141.178,318.76,87.812,137.592,39.736,132.907,,,,,860.062,1243.782,112.293,222.051,,,807.261,1537.088,630.58,941.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.771,452.968,181.208,363.296
30/08/85,,,,,,,,,,,220.587,423.483,200.129,400.232,202.268,431.912,612.49,919.323,230.143,529.009,,,244.261,447.099,279.405,459.274,290.739,450.663,261.687,682.915,152.015,453.838,267.172,529.344,25.073,69.896,354.978,637.46,147.168,333.034,93.249,146.419,39.221,132.132,,,,,880.046,1273.785,108.627,215.525,,,789.91,1508.728,584.085,874.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.532,448.156,178.954,360.048
30/09/85,,,,,,,,,,,221.702,426.84,192.696,386.76,205.034,439.17,670.664,1007.779,221.205,510.43,,,271.447,497.672,291.251,479.453,289.838,450.214,263.273,689.9,166.722,500.632,279.818,555.817,28.958,64.383,385.134,693.694,144.537,327.862,103.428,162.723,39.749,134.865,,,,,972.687,1409.083,115.718,230.325,,,728.141,1395.475,640.095,960.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.844,420.124,172.684,348.707
31/10/85,,,,,,,,,,,233.095,450.006,200.388,403.6,227.22,488.089,691.994,1040.994,244.161,565.439,,,312.748,574.248,291.038,479.829,330.168,513.8,278.906,733.807,198.21,598.184,303.446,604.213,30.755,63.316,445.243,804.086,157.051,357.046,107.279,169.113,43.406,148.259,,,,,1002.606,1453.672,119.205,237.999,,,798.254,1534.576,632.637,951.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.286,427.743,179.909,364.583
29/11/85,,,,,,,,,,,245.573,475.353,213.568,431.569,244.399,526.445,697.167,1049.984,262.238,609.423,,,316.473,581.991,359.61,593.663,365.969,570.481,299.35,790.657,216.113,655.343,351.96,702.319,33.646,59.964,468.647,848.567,182.353,415.395,119.089,188.076,46.781,160.804,,,,,1016.762,1475.511,111.797,223.947,,,822.85,1586.737,582.541,878.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.495,455.563,191.79,389.965
31/12/85,,,,,,,,,,,256.514,497.798,223.184,452.431,254.45,549.576,732.018,1103.683,250.668,584.666,,,367.069,675.998,377.229,623.564,402.694,628.707,312.834,829.402,218.787,666.659,380.222,760.232,34.596,59.115,457.438,830.501,199.903,456.223,126.592,200.279,48.061,166.292,,,,,1076.096,1562.93,113.069,227.243,,,842.129,1628.853,510.148,771.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.813,457.35,201.05,410.105
31/01/86,,,,,,,,,,,259.748,505.355,223.284,454.079,258.701,560.252,753.829,1137.826,249.974,585.151,,,380.694,702.088,390.324,646.054,389.617,609.289,311.102,828.057,215.244,659.197,384.76,770.978,39.114,65.022,445.272,810.676,217.208,496.601,136.908,216.966,52.926,184.219,,,,,1105.053,1606.352,127.25,256.534,,,821.009,1592.965,501.422,759.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.726,437.635,201.676,412.709
28/02/86,,,,,,,,,,,282.575,551.085,238.54,486.561,288.794,627.026,830.998,1255.644,278.855,654.977,,,401.016,740.647,418.772,694.053,411.768,645.04,324.504,867.224,271.66,835.621,430.423,864.418,40.832,63.916,455.039,831.047,256.054,586.371,179.086,284.212,66.724,233.441,,,,,1237.306,1800.069,119.726,242.211,,,825.512,1606.694,512.085,778.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.92,442.956,216.311,443.997
31/03/86,,,,,,,,,,,309.601,605.133,251.619,514.722,311.782,678.554,992.76,1501.446,302.924,713.805,,,414.245,766.133,398.05,660.605,427.689,671.052,342.7,919.47,279.573,863.472,479.136,964.213,42.81,57.965,430.202,788.155,280.876,644.15,215.871,342.993,80.144,281.552,,,,,1501.887,2186.501,132.358,268.651,,,796.609,1555.815,466.583,710.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.316,482.787,227.731,468.801
30/04/86,,,,,,,,,,,317.502,621.957,247.906,508.613,340.054,741.857,1034.114,1565.435,319.708,755.828,,,469.917,870.292,484.826,805.591,458.713,720.935,366.044,986.022,310.413,962.665,533.656,1076.005,53.129,58.136,424.369,780.106,315.521,724.604,240.692,382.918,91.208,321.654,,,,,1558.089,2269.928,145.974,297.209,,,899.606,1762.478,443.13,676.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.439,491.844,223.911,462.301
30/05/86,,,,,,,,,,,315.983,620.336,258.86,532.572,309.327,676.512,1028.039,1557.643,292.51,693.909,,,395.316,733.263,432.25,719.146,429.588,676.309,357.927,967.861,286.338,891.712,540.746,1092.291,51.111,61.258,405.236,747.283,272.768,627.367,230.911,367.835,86.432,305.941,,,,,1546.893,2255.176,146.16,298.491,,,875.832,1721.42,486.405,744.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.134,498.207,234.285,485.082
30/06/86,,,,,,,,,,,328.041,645.401,260.928,538.333,322.092,706.225,1117.966,1695.361,314.906,749.578,,,410.765,763.122,448.798,747.661,452.088,712.959,374.844,1017.534,304.824,953.202,569.659,1152.765,53.876,57.836,442.07,817.678,288.428,664.403,208.701,332.971,85.13,302.518,,,,,1703.042,2484.477,129.826,266.023,,,850.74,1677.579,570.767,875.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.543,488.763,236.677,491.419
31/07/86,,,,,,,,,,,330.052,650.76,246.469,510.008,318.619,700.429,1247.374,1893.107,286.714,684.963,,,407.087,757.579,462.349,771.301,445.129,703.3,373.576,1018.224,312.933,982.67,593.237,1202.599,58.246,53.581,398.507,739.613,320.32,738.912,244.993,391.417,87.876,313.455,,,,,1927.184,2813.223,108.935,224.018,,,915.005,1809.851,569.951,875.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.095,466.191,223.387,465.208
29/08/86,,,,,,,,,,,358.26,707.795,263.49,546.738,353.483,778.945,1358.128,2062.717,303.639,727.96,,,478.897,892.533,491.416,820.898,503.26,796.498,417.601,1142.507,336.567,1061.112,607.087,1232.829,60.927,46.224,451.888,841.244,354.074,817.851,278.726,445.867,99.302,355.41,,,,,2101.377,3069.266,116.31,240.007,,,945.776,1876.593,640.578,985.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.464,485.388,239.237,499.603
30/09/86,,,,,,,,,,,343.351,679.86,241.588,502.937,330.311,729.859,1394.51,2119.482,277.053,666.922,,,449.872,839.857,490.468,820.421,481.62,763.659,402.735,1106.334,337.003,1066.762,596.738,1213.994,60.96,42.921,441.892,825.2,326.598,755.555,251.84,403.483,100.179,359.744,,,,,2152.775,3146.094,126.27,261.387,,,1020.958,2031.524,619.945,955.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.071,482.026,218.173,457.133
31/10/86,,,,,,,,,,,336.821,668.349,254.056,530.427,331.616,734.565,1235.033,1878.585,281.721,680.634,,,447.053,835.893,468.954,785.527,485.508,771.101,389.804,1075.06,339.599,1079.196,623.478,1270.507,59.847,50.207,440.947,825.939,325.865,754.94,259.594,416.45,89.198,321.472,,,,,1864.62,2726.661,142.168,295.185,,,1147.426,2289.358,757.07,1168.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.916,492.634,229.883,483.078
28/11/86,,,,,,,,,,,350.458,696.795,259.134,542.572,348.757,774.172,1309.085,1992.714,291.202,705.347,,,488.031,913.87,495.602,831.318,524.33,834.092,420.624,1164.536,366.449,1168.924,615.355,1256.107,61.242,54.607,450.641,846.623,349.953,811.885,256.2,411.577,95.651,345.936,,,,,1987.273,2907.689,143.894,299.687,,,1186.97,2374.491,699.452,1080.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.997,497.939,234.612,494.433
31/12/86,,,,,,,,,,,356.825,710.853,252.588,530.424,356.905,793.923,1404.275,2139.125,305.674,742.241,,,489.873,918.709,501.755,842.936,530.003,844.465,424.954,1181.105,376.01,1203.943,619.794,1267.361,64.118,51.734,433.592,817.138,351.796,817.276,260.712,419.409,102.259,371.073,,,,,2132.274,3121.538,156.591,327.063,,,1267.783,2542.77,723.231,1119.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.865,506.676,228.021,481.976
30/01/87,,,,,,,,,,,398.106,794.527,285.543,601.211,372.012,829.268,1613.718,2459.74,339.659,826.657,,,454.316,853.498,472.225,794.701,536.719,856.584,444.798,1241.132,395.834,1272.224,562.984,1153.508,70.009,51.036,468.088,884.641,389.622,906.371,262.946,423.605,115.293,419.636,,,,,2474.21,3623.895,158.153,331.265,,,1275.929,2565.783,798.952,1238.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.091,578.326,257.614,545.985
27/02/87,,,,,,,,,,,410.589,820.892,295.421,623.604,384.631,859.169,1655.389,2524.857,380.003,926.81,,,430.456,810.153,473.377,798.021,519.199,830.059,443.771,1243.165,410.861,1325.381,652.535,1339.609,74.66,52.396,496.864,941.341,397.482,925.85,254.569,410.722,117.336,428.36,,,,,2517.547,3689.151,177.168,372.07,,,1447.404,2917.566,908.44,1409.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.87,606.454,266.174,565.593
31/03/87,,,,,,,,,,,435.354,871.896,304.003,643.34,402.942,901.918,1825.177,2785.513,398.275,973.467,,,450.574,849.518,462.811,781.626,537.906,861.414,490.269,1378.435,432.597,1400.56,687.225,1413.576,80.616,57.152,540.935,1026.937,421.068,982.031,266.227,430.186,108.193,396.335,,,,,2792.271,4093.601,195.793,412.243,,,1374.382,2778.108,883.68,1372.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.476,663.601,272.65,580.841
30/04/87,,,,,,,,,,,460.209,923.196,300.326,637.201,418.004,937.532,2092.578,3195.349,423.995,1038.508,,,452.04,853.768,458.261,775.367,533.578,855.993,492.078,1388.571,460.149,1495.067,740.648,1526.206,82.264,71.184,578.475,1100.383,423.381,988.737,288.75,467.26,107.09,393.693,,,,,3230.463,4737.945,202.025,426.475,,,1324.855,2685.874,957.758,1489.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.078,646.563,269.477,575.593
29/05/87,,,,,,,,,,,460.177,924.648,301.205,640.716,414.976,932.621,2098.185,3205.637,447.13,1097.332,,,436.759,826.354,425.264,720.958,512.582,823.79,504.464,1428.517,438.294,1429.325,698.329,1441.616,79.674,73.569,575.036,1096.038,399.333,933.862,255.054,413.443,109.287,403.163,,,,,3223.484,4729.6,208.35,440.974,,,1484.099,3016.682,1048.364,1631.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.856,643.554,270.289,578.843
30/06/87,,,,,,,,,,,459.236,924.277,315.703,673.214,426.102,959.51,1959.364,2995.243,461.624,1135.076,,,464.804,880.865,431.971,733.781,539.628,868.731,540.892,1536.676,458.567,1500.693,708.371,1464.978,87.596,69.579,590.854,1128.402,374.105,876.138,250.964,407.527,117.501,434.877,,,,,2983.666,4379.592,212.464,450.861,,,1618.904,3298.402,1066.092,1661.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.389,663.641,283.574,608.817
31/07/87,,,,,,,,,,,467.738,942.907,331.064,707.637,439.733,992.075,1912.198,2924.813,470.317,1158.618,,,482.782,916.361,498.049,847.465,575.759,928.357,559.54,1594.599,490.825,1611.448,754.13,1562.199,92.973,74.866,658.788,1260.333,382.101,896.137,248.166,403.695,136.368,506.126,,,,,2878.152,4226.543,236.078,502.132,,,1772.864,3619.489,1177.615,1836.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.35,720.017,296.342,637.762
31/08/87,,,,,,,,,,,494.701,998.805,342.8,734.401,442.68,1000.649,2138.493,3272.697,459.709,1134.723,,,501.557,953.465,494.886,843.556,591.065,954.538,559.331,1599.088,508.663,1675.319,783.694,1626.079,101.625,83.12,730.132,1399.056,401.379,942.667,233.414,380.432,152.077,565.883,,,,,3235.741,4753.6,257.873,549.692,,,1848.146,3780.732,1182.482,1845.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.689,720.146,307.305,662.893
30/09/87,,,,,,,,,,,485.4,981.574,335.154,719.716,444.857,1007.488,2075.686,3178.323,482.381,1192.94,,,480.258,914.412,516.04,881.126,599.595,969.782,539.619,1547.772,480.069,1586.41,808.644,1680.449,104.856,83.443,742.498,1424.969,375.688,883.634,236.518,386.224,152.252,567.998,,,,,3120.252,4585.846,266.95,570.241,,,1991.981,4082.716,1162.936,1816.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.916,710.205,300.033,648.76
30/10/87,,,,,,,,,,,402.279,815.069,262.515,565.421,359.522,816.27,1849.009,2833.042,377.527,936.053,,,395.094,753.796,466.76,798.528,492.864,798.732,443.753,1278.17,387.879,1287.322,665.778,1386.267,96.983,94.844,534.528,1028.116,305.977,721.05,207.389,339.413,120.507,451.15,,,,,2884.973,4242.07,147.586,316.427,,,1122.732,2309.274,681.115,1065.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.124,553.785,235.641,511.075
