Country,,Value
BEL,01/07/62,3
BEL,01/08/62,2.9
BEL,01/09/62,2.9
BEL,01/10/62,3
BEL,01/11/62,3
BEL,01/12/62,3
BEL,01/01/63,3
BEL,01/02/63,3
BEL,01/03/63,3
BEL,01/04/63,3
BEL,01/05/63,3
BEL,01/06/63,3
BEL,01/07/63,3.4
BEL,01/08/63,3.4
BEL,01/09/63,3.45
BEL,01/10/63,3.75
BEL,01/11/63,3.9
BEL,01/12/63,4.1
BEL,01/01/64,4.2
BEL,01/02/64,4.25
BEL,01/03/64,4.25
BEL,01/04/64,4.3
BEL,01/05/64,4.3
BEL,01/06/64,4.3
BEL,01/07/64,4.5
BEL,01/08/64,4.5
BEL,01/09/64,4.5
BEL,01/10/64,4.5
BEL,01/11/64,4.75
BEL,01/12/64,4.75
BEL,01/01/65,4.7
BEL,01/02/65,4.65
BEL,01/03/65,4.5
BEL,01/04/65,4.5
BEL,01/05/65,4.5
BEL,01/06/65,4.6
BEL,01/07/65,4.8
BEL,01/08/65,4.6
BEL,01/09/65,4.6
BEL,01/10/65,4.6
BEL,01/11/65,4.6
BEL,01/12/65,4.75
BEL,01/01/66,4.75
BEL,01/02/66,4.75
BEL,01/03/66,4.75
BEL,01/04/66,4.9
BEL,01/05/66,5.1
BEL,01/06/66,5.3
BEL,01/07/66,5.3
BEL,01/08/66,5.4
BEL,01/09/66,5.5
BEL,01/10/66,5.7
BEL,01/11/66,5.75
BEL,01/12/66,5.85
BEL,01/01/67,5.75
BEL,01/02/67,5.7
BEL,01/03/67,5.5
BEL,01/04/67,5.3
BEL,01/05/67,5.2
BEL,01/06/67,5.45
BEL,01/07/67,5.5
BEL,01/08/67,5.25
BEL,01/09/67,5
BEL,01/10/67,4.5
BEL,01/11/67,4.45
BEL,01/12/67,4.4
BEL,01/01/68,4.35
BEL,01/02/68,4.1
BEL,01/03/68,3.95
BEL,01/04/68,3.75
BEL,01/05/68,3.75
BEL,01/06/68,3.75
BEL,01/07/68,3.75
BEL,01/08/68,3.75
BEL,01/09/68,3.8
BEL,01/10/68,4.1
BEL,01/11/68,4.5
BEL,01/12/68,5
BEL,01/01/69,5.4
BEL,01/02/69,5.7
BEL,01/03/69,6
BEL,01/04/69,6.1
BEL,01/05/69,6.25
BEL,01/06/69,6.55
BEL,01/07/69,7.5
BEL,01/08/69,7.75
BEL,01/09/69,8.5
BEL,01/10/69,8.5
BEL,01/11/69,8.5
BEL,01/12/69,8.5
BEL,01/01/70,8.5
BEL,01/02/70,8.25
BEL,01/03/70,8.1
BEL,01/04/70,8.05
BEL,01/05/70,8
BEL,01/06/70,8
BEL,01/07/70,8
BEL,01/08/70,7.8
BEL,01/09/70,7.65
BEL,01/10/70,7.3
BEL,01/11/70,7.1
BEL,01/12/70,6.95
BEL,01/01/71,6.8
BEL,01/02/71,5.8
BEL,01/03/71,4.85
BEL,01/04/71,4.8
BEL,01/05/71,4.8
BEL,01/06/71,4.8
BEL,01/07/71,4.9
BEL,01/08/71,4.7
BEL,01/09/71,4.6
BEL,01/10/71,4.6
BEL,01/11/71,4.6
BEL,01/12/71,4.8
BEL,01/01/72,4.8
BEL,01/02/72,4
BEL,01/03/72,3.45
BEL,01/04/72,3.5
BEL,01/05/72,3.5
BEL,01/06/72,3.5
BEL,01/07/72,3.5
BEL,01/08/72,3.65
BEL,01/09/72,3.65
BEL,01/10/72,3.85
BEL,01/11/72,4.05
BEL,01/12/72,4.5
BEL,01/01/73,5.2
BEL,01/02/73,5.2
BEL,01/03/73,5.2
BEL,01/04/73,5.2
BEL,01/05/73,5.25
BEL,01/06/73,5.7
BEL,01/07/73,6.55
BEL,01/08/73,6.85
BEL,01/09/73,7.35
BEL,01/10/73,7.65
BEL,01/11/73,7.65
BEL,01/12/73,7.65
BEL,01/01/74,7.65
BEL,01/02/74,8.5
BEL,01/03/74,9
BEL,01/04/74,9.4
BEL,01/05/74,10
BEL,01/06/74,11.25
BEL,01/07/74,11.75
BEL,01/08/74,11.75
BEL,01/09/74,11.75
BEL,01/10/74,11.25
BEL,01/11/74,10.75
BEL,01/12/74,10.5
BEL,01/01/75,9.5
BEL,01/02/75,8.5
BEL,01/03/75,7.3
BEL,01/04/75,7.15
BEL,01/05/75,6.6
BEL,01/06/75,6
BEL,01/07/75,6.25
BEL,01/08/75,6.05
BEL,01/09/75,6.05
BEL,01/10/75,6.05
BEL,01/11/75,6.05
BEL,01/12/75,6.05
BEL,01/01/76,6.05
BEL,01/02/76,6.4
BEL,01/03/76,9
BEL,01/04/76,9.25
BEL,01/05/76,9.5
BEL,01/06/76,9
BEL,01/07/76,10
BEL,01/08/76,11.5
BEL,01/09/76,13
BEL,01/10/76,13.5
BEL,01/11/76,11.5
BEL,01/12/76,10
BEL,01/01/77,8.25
BEL,01/02/77,7.5
BEL,01/03/77,7.25
BEL,01/04/77,7.25
BEL,01/05/77,7
BEL,01/06/77,6.75
BEL,01/07/77,6.65
BEL,01/08/77,6.25
BEL,01/09/77,6.25
BEL,01/10/77,6.25
BEL,01/11/77,6
BEL,01/12/77,9.25
BEL,01/01/78,7.75
BEL,01/02/78,6.75
BEL,01/03/78,5.75
BEL,01/04/78,5.6
BEL,01/05/78,5.6
BEL,01/06/78,5.75
BEL,01/07/78,6.35
BEL,01/08/78,7
BEL,01/09/78,7.5
BEL,01/10/78,9.5
BEL,01/11/78,8.75
BEL,01/12/78,9.25
BEL,01/01/79,8.75
BEL,01/02/79,8.15
BEL,01/03/79,7.9
BEL,01/04/79,7.9
BEL,01/05/79,8.5
BEL,01/06/79,11.25
BEL,01/07/79,12
BEL,01/08/79,12
BEL,01/09/79,13
BEL,01/10/79,14
BEL,01/11/79,14.3
BEL,01/12/79,14.4
BEL,01/01/80,14.4
BEL,01/02/80,15
BEL,01/03/80,17.5
BEL,01/04/80,17
BEL,01/05/80,15.5
BEL,01/06/80,13.75
BEL,01/07/80,13
BEL,01/08/80,12.35
BEL,01/09/80,12.25
BEL,01/10/80,12.1
BEL,01/11/80,12.75
BEL,01/12/80,12.75
BEL,01/01/81,12.1
BEL,01/02/81,13.25
BEL,01/03/81,15
BEL,01/04/81,17
BEL,01/05/81,16.75
BEL,01/06/81,14.75
BEL,01/07/81,16.25
BEL,01/08/81,15.75
BEL,01/09/81,15.75
BEL,01/10/81,15.65
BEL,01/11/81,15
BEL,01/12/81,16
BEL,01/01/82,15.15
BEL,01/02/82,14.25
BEL,01/03/82,14.25
BEL,01/04/82,15
BEL,01/05/82,15
BEL,01/06/82,15.75
BEL,01/07/82,14.5
BEL,01/08/82,13.75
BEL,01/09/82,12.75
BEL,01/10/82,12.75
BEL,01/11/82,12.25
BEL,01/12/82,12.25
BEL,01/01/83,12.25
BEL,01/02/83,12.25
BEL,01/03/83,12
BEL,01/04/83,10.45
BEL,01/05/83,10
BEL,01/06/83,9.25
BEL,01/07/83,9.25
BEL,01/08/83,9.25
BEL,01/09/83,9.25
BEL,01/10/83,9.5
BEL,01/11/83,10.5
BEL,01/12/83,10.85
BEL,01/01/84,10.85
BEL,01/02/84,12
BEL,01/03/84,12.25
BEL,01/04/84,11.75
BEL,01/05/84,11.75
BEL,01/06/84,11.75
BEL,01/07/84,11.75
BEL,01/08/84,11.45
BEL,01/09/84,11
BEL,01/10/84,11
BEL,01/11/84,10.75
BEL,01/12/84,10.75
BEL,01/01/85,10.7
BEL,01/02/85,10.7
BEL,01/03/85,10.45
BEL,01/04/85,9.75
BEL,01/05/85,9
BEL,01/06/85,8.9
BEL,01/07/85,8.9
BEL,01/08/85,9.5
BEL,01/09/85,9.15
BEL,01/10/85,8.8
BEL,01/11/85,8.6
BEL,01/12/85,9.75
BEL,01/01/86,9.75
BEL,01/02/86,9.75
BEL,01/03/86,9.75
BEL,01/04/86,8.25
BEL,01/05/86,8
BEL,01/06/86,7.35
BEL,01/07/86,7.35
BEL,01/08/86,7.35
BEL,01/09/86,7.35
BEL,01/10/86,7.35
BEL,01/11/86,7.35
BEL,01/12/86,7.4
BEL,01/01/87,7.75
BEL,01/02/87,7.75
BEL,01/03/87,7.4
BEL,01/04/87,7.25
BEL,01/05/87,7.05
BEL,01/06/87,6.75
BEL,01/07/87,6.65
BEL,01/08/87,6.65
BEL,01/09/87,6.65
BEL,01/10/87,7.15
BEL,01/11/87,6.85
BEL,01/12/87,6.75
BEL,01/01/88,6.35
BEL,01/02/88,6.15
BEL,01/03/88,6.1
BEL,01/04/88,6.1
BEL,01/05/88,6.1
BEL,01/06/88,6.1
BEL,01/07/88,7.1
BEL,01/08/88,7.5
BEL,01/09/88,7.35
BEL,01/10/88,7.25
BEL,01/11/88,7.15
BEL,01/12/88,7.5
BEL,01/01/89,7.7
BEL,01/02/89,8.4
BEL,01/03/89,8.2
BEL,01/04/89,8.3
BEL,01/05/89,8.65
BEL,01/06/89,8.5
BEL,01/07/89,8.5
BEL,01/08/89,8.45
BEL,01/09/89,9.2
BEL,01/10/89,9.65
BEL,01/11/89,9.8
BEL,01/12/89,10.25
BEL,01/01/90,10.4
BEL,01/02/90,10.4
BEL,01/03/90,10.3
BEL,01/04/90,10.05
BEL,01/05/90,9.85
BEL,01/06/90,9.4
BEL,01/07/90,9.2
BEL,01/08/90,9.15
BEL,01/09/90,8.95
BEL,01/10/90,8.85
BEL,01/11/90,9
BEL,01/12/90,10.05
BEL,01/01/91,9.86
BEL,01/02/91,9.65
BEL,01/03/91,9.37
BEL,01/04/91,9.3
BEL,01/05/91,9.09
BEL,01/06/91,9.15
BEL,01/07/91,9.2
BEL,01/08/91,9.33
BEL,01/09/91,9.2
BEL,01/10/91,9.29
BEL,01/11/91,9.47
BEL,01/12/91,9.68
BEL,01/01/92,9.48
BEL,01/02/92,9.58
BEL,01/03/92,9.63
BEL,01/04/92,9.56
BEL,01/05/92,9.57
BEL,01/06/92,9.58
BEL,01/07/92,9.62
BEL,01/08/92,9.75
BEL,01/09/92,9.55
BEL,01/10/92,8.7
BEL,01/11/92,8.72
BEL,01/12/92,8.71
BEL,01/01/93,8.24
BEL,01/02/93,8.75
BEL,01/03/93,8.4
BEL,01/04/93,8.05
BEL,01/05/93,7.27
BEL,01/06/93,6.95
BEL,01/07/93,7.24
BEL,01/08/93,9.53
BEL,01/09/93,9.87
BEL,01/10/93,9.13
BEL,01/11/93,8.17
BEL,01/12/93,7.09
BEL,01/01/94,6.96
BEL,01/02/94,6.45
BEL,01/03/94,6.15
BEL,01/04/94,5.93
BEL,01/05/94,5.34
BEL,01/06/94,5.42
BEL,01/07/94,5.46
BEL,01/08/94,5.5
BEL,01/09/94,5.4
BEL,01/10/94,5.22
BEL,01/11/94,5.14
BEL,01/12/94,5.37
BEL,01/01/95,5.36
BEL,01/02/95,5.42
BEL,01/03/95,6.34
BEL,01/04/95,5.32
BEL,01/05/95,5.18
BEL,01/06/95,4.65
BEL,01/07/95,4.56
BEL,01/08/95,4.46
BEL,01/09/95,4.23
BEL,01/10/95,4.2
BEL,01/11/95,3.9
BEL,01/12/95,3.78
BEL,01/01/96,3.51
BEL,01/02/96,3.27
BEL,01/03/96,3.27
BEL,01/04/96,3.24
BEL,01/05/96,3.22
BEL,01/06/96,3.27
BEL,01/07/96,3.34
BEL,01/08/96,3.26
BEL,01/09/96,3.09
BEL,01/10/96,3.04
BEL,01/11/96,3.06
BEL,01/12/96,3.03
BEL,01/01/97,3.03
BEL,01/02/97,3.13
BEL,01/03/97,3.45
BEL,01/04/97,3.26
BEL,01/05/97,3.24
BEL,01/06/97,3.27
BEL,01/07/97,3.43
BEL,01/08/97,3.61
BEL,01/09/97,3.59
BEL,01/10/97,3.82
BEL,01/11/97,3.77
BEL,01/12/97,3.64
BEL,01/01/98,3.48
BEL,01/02/98,3.55
BEL,01/03/98,3.64
BEL,01/04/98,3.74
BEL,01/05/98,3.7
BEL,01/06/98,3.65
BEL,01/07/98,3.62
BEL,01/08/98,3.53
BEL,01/09/98,3.46
BEL,01/10/98,3.47
BEL,01/11/98,3.56
BEL,01/12/98,3.3
BEL,01/01/99,3.1321
BEL,01/02/99,3.0934
BEL,01/03/99,3.0467
BEL,01/04/99,2.6965
BEL,01/05/99,2.579
BEL,01/06/99,2.6267
BEL,01/07/99,2.6765
BEL,01/08/99,2.695
BEL,01/09/99,2.7267
BEL,01/10/99,3.3757
BEL,01/11/99,3.4677
BEL,01/12/99,3.446
BEL,01/01/00,3.3431
BEL,01/02/00,3.5368
BEL,01/03/00,3.747
BEL,01/04/00,3.9253
BEL,01/05/00,4.362
BEL,01/06/00,4.5017
BEL,01/07/00,4.5829
BEL,01/08/00,4.7771
BEL,01/09/00,4.8528
BEL,01/10/00,5.0413
BEL,01/11/00,5.092
BEL,01/12/00,4.9392
BEL,01/01/01,4.7707
BEL,01/02/01,4.7558
BEL,01/03/01,4.7086
BEL,01/04/01,4.682
BEL,01/05/01,4.6367
BEL,01/06/01,4.4536
BEL,01/07/01,4.4671
BEL,01/08/01,4.3535
BEL,01/09/01,3.9829
BEL,01/10/01,3.5999
BEL,01/11/01,3.3857
BEL,01/12/01,3.3449
BEL,01/01/02,3.3388
BEL,01/02/02,3.3571
BEL,01/03/02,3.3908
BEL,01/04/02,3.4069
BEL,01/05/02,3.4671
BEL,01/06/02,3.464
BEL,01/07/02,3.41
BEL,01/08/02,3.3519
BEL,01/09/02,3.3101
BEL,01/10/02,3.2613
BEL,01/11/02,3.1241
BEL,01/12/02,2.941
BEL,01/01/03,2.8318
BEL,01/02/03,2.6875
BEL,01/03/03,2.53
BEL,01/04/03,2.5333
BEL,01/05/03,2.4005
BEL,01/06/03,2.1519
BEL,01/07/03,2.13
BEL,01/08/03,2.1404
BEL,01/09/03,2.1473
BEL,01/10/03,2.1436
BEL,01/11/03,2.159
BEL,01/12/03,2.1463
BEL,01/01/04,2.0895
BEL,01/02/04,2.0706
BEL,01/03/04,2.0288
BEL,01/04/04,2.0488
BEL,01/05/04,2.0859
BEL,01/06/04,2.1127
BEL,01/07/04,2.116
BEL,01/08/04,2.1143
BEL,01/09/04,2.1186
BEL,01/10/04,2.1473
BEL,01/11/04,2.1703
BEL,01/12/04,2.1732
BEL,01/01/05,2.1454
BEL,01/02/05,2.1384
BEL,01/03/05,2.1372
BEL,01/04/05,2.1372
BEL,01/05/05,2.1256
BEL,01/06/05,2.111
BEL,01/07/05,2.1194
BEL,01/08/05,2.1325
BEL,01/09/05,2.1391
BEL,01/10/05,2.1966
BEL,01/11/05,2.3609
BEL,01/12/05,2.4729
BEL,01/01/06,2.5117
BEL,01/02/06,2.6004
BEL,01/03/06,2.7226
BEL,01/04/06,2.7938
BEL,01/05/06,2.889
BEL,01/06/06,2.9857
BEL,01/07/06,3.1022
BEL,01/08/06,3.2265
BEL,01/09/06,3.3354
BEL,01/10/06,3.502
BEL,01/11/06,3.5972
BEL,01/12/06,3.6842
BEL,01/01/07,3.7519
BEL,01/02/07,3.8182
BEL,01/03/07,3.8909
BEL,01/04/07,3.9753
BEL,01/05/07,4.0714
BEL,01/06/07,4.1478
BEL,01/07/07,4.2162
BEL,01/08/07,4.5436
BEL,01/09/07,4.7417
BEL,01/10/07,4.6874
BEL,01/11/07,4.6385
BEL,01/12/07,4.8484
BEL,01/01/08,4.4815
BEL,01/02/08,4.3621
BEL,01/03/08,4.5964
BEL,01/04/08,4.7835
BEL,01/05/08,4.8574
BEL,01/06/08,4.9405
BEL,01/07/08,4.961
BEL,01/08/08,4.9652
BEL,01/09/08,5.0192
BEL,01/10/08,5.1131
BEL,01/11/08,4.2383
BEL,01/12/08,3.2926
BEL,01/01/09,2.4565
BEL,01/02/09,1.9431
BEL,01/03/09,1.6355
BEL,01/04/09,1.4223
BEL,01/05/09,1.2817
BEL,01/06/09,1.2279
BEL,01/07/09,0.975
BEL,01/08/09,0.8605
BEL,01/09/09,0.7721
BEL,01/10/09,0.7375
BEL,01/11/09,0.7162
BEL,01/12/09,0.712
BEL,01/01/10,0.6798
BEL,01/02/10,0.6617
BEL,01/03/10,0.645
BEL,01/04/10,0.6447
BEL,01/05/10,0.6865
BEL,01/06/10,0.7276
BEL,01/07/10,0.8488
BEL,01/08/10,0.8955
BEL,01/09/10,0.8805
BEL,01/10/10,0.9977
BEL,01/11/10,1.042
BEL,01/12/10,1.0217
BEL,01/01/11,1.0172
BEL,01/02/11,1.0867
BEL,01/03/11,1.1755
BEL,01/04/11,1.3212
BEL,01/05/11,1.4251
BEL,01/06/11,1.4886
BEL,01/07/11,1.5976
BEL,01/08/11,1.5521
BEL,01/09/11,1.5365
BEL,01/10/11,1.5759
BEL,01/11/11,1.4847
BEL,01/12/11,1.4261
BEL,01/01/12,1.2222
BEL,01/02/12,1.0483
BEL,01/03/12,0.8585
BEL,01/04/12,0.7443
BEL,01/05/12,0.6849
BEL,01/06/12,0.6589
BEL,01/07/12,0.497
BEL,01/08/12,0.3324
BEL,01/09/12,0.2463
BEL,01/10/12,0.2079
BEL,01/11/12,0.192
BEL,01/12/12,0.1855
BEL,01/01/13,0.2049
BEL,01/02/13,0.2234
BEL,01/03/13,0.2061
BEL,01/04/13,0.2089
BEL,01/05/13,0.2012
BEL,01/06/13,0.2103
BEL,01/07/13,0.2214
BEL,01/08/13,0.2259
BEL,01/09/13,0.2232
BEL,01/10/13,0.2258
BEL,01/11/13,0.2234
BEL,01/12/13,0.2735
BEL,01/01/14,0.292
BEL,01/02/14,0.2881
BEL,01/03/14,0.3053
BEL,01/04/14,0.3297
BEL,01/05/14,0.3246
BEL,01/06/14,0.2414
BEL,01/07/14,0.205
BEL,01/08/14,0.1916
BEL,01/09/14,0.0971
BEL,01/10/14,0.0826
BEL,01/11/14,0.0809
BEL,01/12/14,0.0809
BEL,01/01/15,0.0627
BEL,01/02/15,0.0482
BEL,01/03/15,0.0272
BEL,01/04/15,0.0047
BEL,01/05/15,-0.0104
BEL,01/06/15,-0.0139
BEL,01/07/15,-0.0187
BEL,01/08/15,-0.0277
BEL,01/09/15,-0.037
BEL,01/10/15,-0.0536
BEL,01/11/15,-0.0876
BEL,01/12/15,-0.1263
BEL,01/01/16,-0.1461
BEL,01/02/16,-0.1836
BEL,01/03/16,-0.2285
BEL,01/04/16,-0.2492
BEL,01/05/16,-0.2572
RUS,01/01/97,34.9
RUS,01/02/97,33.1
RUS,01/03/97,30.6
RUS,01/04/97,28.9
RUS,01/05/97,30.4
RUS,01/06/97,22.8
RUS,01/07/97,30.5
RUS,01/08/97,22.4
RUS,01/09/97,15.8
RUS,01/10/97,19.7
RUS,01/11/97,19.7
RUS,01/12/97,15.7
RUS,01/01/98,25.4
RUS,01/02/98,28.6
RUS,01/03/98,25.8
RUS,01/04/98,26.1
RUS,01/05/98,45.3
RUS,01/06/98,31.5
RUS,01/07/98,39.4
RUS,01/08/98,35.5
RUS,01/09/98,12.1
RUS,01/10/98,33
RUS,01/11/98,35.8
RUS,01/12/98,20
RUS,01/01/99,43.9
RUS,01/02/99,23.3
RUS,01/03/99,21.6
RUS,01/04/99,20.6
RUS,01/05/99,21
RUS,01/06/99,20.4
RUS,01/07/99,16.9
RUS,01/08/99,19.5
RUS,01/09/99,17.7
RUS,01/10/99,19.9
RUS,01/11/99,22.2
RUS,01/12/99,28.6
RUS,01/01/00,27.4
RUS,01/02/00,17.8
RUS,01/03/00,14.7
RUS,01/04/00,13.5
RUS,01/05/00,10.9
RUS,01/06/00,12.2
RUS,01/07/00,9.1
RUS,01/08/00,9.6
RUS,01/09/00,11.4
RUS,01/10/00,9.3
RUS,01/11/00,8.9
RUS,01/12/00,9.1
RUS,01/01/01,8.1
RUS,01/02/01,12.1
RUS,01/03/01,8.5
RUS,01/04/01,10.3
RUS,01/05/01,10.6
RUS,01/06/01,9
RUS,01/07/01,10.4
RUS,01/08/01,10.1
RUS,01/09/01,7.5
RUS,01/10/01,9.9
RUS,01/11/01,13.2
RUS,01/12/01,10.1
RUS,01/01/02,14.7
RUS,01/02/02,13.7
RUS,01/03/02,14.2
RUS,01/04/02,13.5
RUS,01/05/02,12.8
RUS,01/06/02,12.3
RUS,01/07/02,13.1
RUS,01/08/02,11.8
RUS,01/09/02,9.6
RUS,01/10/02,10.5
RUS,01/11/02,10.6
RUS,01/12/02,11.9
RUS,01/01/03,10.4
RUS,01/02/03,8.8
RUS,01/03/03,7.2
RUS,01/04/03,6.7
RUS,01/05/03,5.6
RUS,01/06/03,7.3
RUS,01/07/03,7
RUS,01/08/03,7.4
RUS,01/09/03,11.3
RUS,01/10/03,8.8
RUS,01/11/03,9.2
RUS,01/12/03,7.8
RUS,01/01/04,5.1
RUS,01/02/04,6.3
RUS,01/03/04,5.4
RUS,01/04/04,6.7
RUS,01/05/04,9.4
RUS,01/06/04,10.4
RUS,01/07/04,8.7
RUS,01/08/04,7
RUS,01/09/04,7.8
RUS,01/10/04,5.8
RUS,01/11/04,7.8
RUS,01/12/04,4.86
RUS,01/01/05,5.62
RUS,01/02/05,5.98
RUS,01/03/05,4.56
RUS,01/04/05,5.61
RUS,01/05/05,5.8
RUS,01/06/05,6.39
RUS,01/07/05,4.97
RUS,01/08/05,5.4
RUS,01/09/05,5.66
RUS,01/10/05,5.56
RUS,01/11/05,7.4
RUS,01/12/05,7.1
RUS,01/01/06,6.3
RUS,01/02/06,5.52
RUS,01/03/06,5.8
RUS,01/04/06,6.51
RUS,01/05/06,5.19
RUS,01/06/06,5.48
RUS,01/07/06,5.57
RUS,01/08/06,5.34
RUS,01/09/06,6.2
RUS,01/10/06,6.56
RUS,01/11/06,6.9
RUS,01/12/06,7.05
RUS,01/01/07,5.71
RUS,01/02/07,6.51
RUS,01/03/07,5.7
RUS,01/04/07,6.17
RUS,01/05/07,6
RUS,01/06/07,5.67
RUS,01/07/07,6.26
RUS,01/08/07,6.45
RUS,01/09/07,7.7
RUS,01/10/07,8.04
RUS,01/11/07,8.27
RUS,01/12/07,7.45
RUS,01/01/08,6.04
RUS,01/02/08,8.08
RUS,01/03/08,6.94
RUS,01/04/08,7.99
RUS,01/05/08,8
RUS,01/06/08,8.02
RUS,01/07/08,7.73
RUS,01/08/08,8.31
RUS,01/09/08,9.68
RUS,01/10/08,17.17
RUS,01/11/08,18.2
RUS,01/12/08,23.1
RUS,01/01/09,27.83
RUS,01/02/09,20.8
RUS,01/03/09,14.8
RUS,01/04/09,12.83
RUS,01/05/09,11.2
RUS,01/06/09,12.2
RUS,01/07/09,10.4
RUS,01/08/09,9.29
RUS,01/09/09,10.91
RUS,01/10/09,9.54
RUS,01/11/09,8.14
RUS,01/12/09,8.66
RUS,01/01/10,7.17
RUS,01/02/10,7.31
RUS,01/03/10,6.3
RUS,01/04/10,5.3
RUS,01/05/10,4.7
RUS,01/06/10,4.6
RUS,01/07/10,4.2
RUS,01/08/10,4.2
RUS,01/09/10,4.3
RUS,01/10/10,4.49
RUS,01/11/10,4.64
RUS,01/12/10,4.69
RUS,01/01/11,4.633
RUS,01/02/11,4.599
RUS,01/03/11,4.54
RUS,01/04/11,4.78
RUS,01/05/11,4.374
RUS,01/06/11,4.857
RUS,01/07/11,5.84
RUS,01/08/11,5.056
RUS,01/09/11,5.813
RUS,01/10/11,6.932
RUS,01/11/11,7.05
RUS,01/12/11,7.42
RUS,01/01/12,7.569
RUS,01/02/12,7.25
RUS,01/03/12,6.932
RUS,01/04/12,7.3
RUS,01/05/12,7.166
RUS,01/06/12,7.4
RUS,01/07/12,6.895
RUS,01/08/12,7.16
RUS,01/09/12,7.166
RUS,01/10/12,7.509
RUS,01/11/12,7.631
RUS,01/12/12,7.507
RUS,01/01/13,7.3
RUS,01/02/13,7.546
RUS,01/03/13,7.8
RUS,01/04/13,7.3
RUS,01/05/13,7.328
RUS,01/06/13,7.7
RUS,01/07/13,7.7
RUS,01/08/13,7.7
RUS,01/09/13,7.7
RUS,01/10/13,7.186
RUS,01/11/13,7.2
RUS,01/12/13,7.413
RUS,01/01/14,7.235
RUS,01/02/14,7.386
RUS,01/03/14,8.9
RUS,01/04/14,8.46
RUS,01/05/14,9.24
RUS,01/06/14,8.68
RUS,01/07/14,8.73
RUS,01/08/14,8.73
RUS,01/09/14,9
RUS,01/10/14,9.23
RUS,01/11/14,10.77
RUS,01/12/14,16.4
RUS,01/01/15,21.91
RUS,01/02/15,17.48
RUS,01/03/15,15.81
RUS,01/04/15,15.25
RUS,01/05/15,13.48
RUS,01/06/15,13.46
RUS,01/07/15,13.35
RUS,01/08/15,13.89
RUS,01/09/15,12.52
RUS,01/10/15,13.84
RUS,01/11/15,13.29
RUS,01/12/15,12.8
RUS,01/01/16,12.68
RUS,01/02/16,12.75
RUS,01/03/16,12.34
RUS,01/04/16,12.15
IDN,01/01/98,22.86
IDN,01/02/98,24
IDN,01/03/98,27.26
IDN,01/04/98,29.4
IDN,01/05/98,32.95
IDN,01/06/98,40.63
IDN,01/07/98,43.01
IDN,01/08/98,44.35
IDN,01/09/98,47.38
IDN,01/10/98,54.67
IDN,01/11/98,53.06
IDN,01/12/98,49.23
IDN,01/01/99,45.5
IDN,01/02/99,38.2
IDN,01/03/99,34.85
IDN,01/04/99,34.09
IDN,01/05/99,31.2
IDN,01/06/99,27.39
IDN,01/07/99,23.45
IDN,01/08/99,19.06
IDN,01/09/99,15.88
IDN,01/10/99,13.37
IDN,01/11/99,12.91
IDN,01/12/99,12.95
IDN,01/01/00,12.85
IDN,01/02/00,12.64
IDN,01/03/00,12.4
IDN,01/04/00,12.16
IDN,01/05/00,11.81
IDN,01/06/00,11.69
IDN,01/07/00,11.79
IDN,01/08/00,12.36
IDN,01/09/00,12.84
IDN,01/10/00,13.09
IDN,01/11/00,13.17
IDN,01/12/00,13.24
IDN,01/01/01,13.83
IDN,01/02/01,14.35
IDN,01/03/01,14.86
IDN,01/04/01,14.93
IDN,01/05/01,14.92
IDN,01/06/01,15
IDN,01/07/01,15.14
IDN,01/08/01,15.62
IDN,01/09/01,16.16
IDN,01/10/01,16.67
IDN,01/11/01,17.06
IDN,01/12/01,17.24
IDN,01/01/02,17.39
IDN,01/02/02,17.24
IDN,01/03/02,17.02
IDN,01/04/02,16.57
IDN,01/05/02,16.24
IDN,01/06/02,15.85
IDN,01/07/02,15.26
IDN,01/08/02,14.77
IDN,01/09/02,14.36
IDN,01/10/02,13.94
IDN,01/11/02,13.76
IDN,01/12/02,13.63
IDN,01/01/03,13.49
IDN,01/02/03,13.15
IDN,01/03/03,12.9
IDN,01/04/03,12.48
IDN,01/05/03,12.02
IDN,01/06/03,11.55
IDN,01/07/03,10.65
IDN,01/08/03,9.58
IDN,01/09/03,8.58
IDN,01/10/03,7.96
IDN,01/11/03,7.58
IDN,01/12/03,7.14
IDN,01/01/04,6.68
IDN,01/02/04,6.38
IDN,01/03/04,6.11
IDN,01/04/04,6.01
IDN,01/05/04,6.17
IDN,01/06/04,6.31
IDN,01/07/04,6.49
IDN,01/08/04,6.54
IDN,01/09/04,6.61
IDN,01/10/04,6.65
IDN,01/11/04,6.66
IDN,01/12/04,6.71
IDN,01/01/05,6.71
IDN,01/02/05,6.74
IDN,01/03/05,6.93
IDN,01/04/05,6.87
IDN,01/05/05,7.03
IDN,01/06/05,7.19
IDN,01/07/05,7.41
IDN,01/08/05,7.71
IDN,01/09/05,8.51
IDN,01/10/05,9.38
IDN,01/11/05,10.72
IDN,01/12/05,11.75
IDN,01/01/06,12.23
IDN,01/02/06,12.32
IDN,01/03/06,12.19
IDN,01/04/06,12.03
IDN,01/05/06,11.82
IDN,01/06/06,11.7
IDN,01/07/06,11.57
IDN,01/08/06,11.34
IDN,01/09/06,11.05
IDN,01/10/06,10.72
IDN,01/11/06,10.25
IDN,01/12/06,9.71
IDN,01/01/07,9.26
IDN,01/02/07,8.83
IDN,01/03/07,8.52
IDN,01/04/07,8.3
IDN,01/05/07,8.06
IDN,01/06/07,7.87
IDN,01/07/07,7.69
