Country,,Value
POL,01/11/13,2.65
POL,01/12/13,2.71
POL,01/01/14,2.71
POL,01/02/14,2.71
POL,01/03/14,2.71
POL,01/04/14,2.72
POL,01/05/14,2.72
POL,01/06/14,2.68
POL,01/07/14,2.67
POL,01/08/14,2.59
POL,01/09/14,2.28
POL,01/10/14,1.96
POL,01/11/14,2.06
POL,01/12/14,2.06
POL,01/01/15,2
POL,01/02/15,1.81
POL,01/03/15,1.65
POL,01/04/15,1.65
POL,01/05/15,1.68
POL,01/06/15,1.72
POL,01/07/15,1.72
POL,01/08/15,1.72
POL,01/09/15,1.73
POL,01/10/15,1.73
POL,01/11/15,1.73
POL,01/12/15,1.72
POL,01/01/16,1.7
POL,01/02/16,1.68
POL,01/03/16,1.67
POL,01/04/16,1.67
POL,01/05/16,1.68
CHN,01/06/97,10.75
CHN,01/07/97,9.7355
CHN,01/08/97,9.6809
CHN,01/09/97,9.6
CHN,01/10/97,8.5686
CHN,01/11/97,8.707
CHN,01/12/97,9
CHN,01/01/98,8.719
CHN,01/02/98,8.5962
CHN,01/03/98,8.7092
CHN,01/04/98,6.88
CHN,01/05/98,7.4466
CHN,01/06/98,6.9244
CHN,01/07/98,5.9877
CHN,01/08/98,6.752
CHN,01/09/98,5.355
CHN,01/10/98,5.2292
CHN,01/11/98,6.7931
CHN,01/12/98,4.8665
CHN,01/01/99,4.5161
CHN,01/02/99,6.2767
CHN,01/03/99,4.3972
CHN,01/04/99,4.3383
CHN,01/05/99,4.2458
CHN,01/06/99,3.4632
CHN,01/07/99,2.8688
CHN,01/08/99,2.8003
CHN,01/09/99,2.7752
CHN,01/10/99,2.7973
CHN,01/11/99,2.7629
CHN,01/12/99,2.6592
CHN,01/01/00,2.7155
CHN,01/02/00,2.7268
CHN,01/03/00,2.6435
CHN,01/04/00,2.6423
CHN,01/05/00,2.5682
CHN,01/06/00,2.4485
CHN,01/07/00,2.5058
CHN,01/08/00,2.4385
CHN,01/09/00,2.4197
CHN,01/10/00,2.4964
CHN,01/11/00,2.3392
CHN,01/12/00,3.2674
CHN,01/01/01,2.8258
CHN,01/02/01,2.8275
CHN,01/03/01,2.6494
CHN,01/04/01,2.5887
CHN,01/05/01,2.5457
CHN,01/06/01,2.5516
CHN,01/07/01,2.4958
CHN,01/08/01,2.4372
CHN,01/09/01,2.3849
CHN,01/10/01,2.3417
CHN,01/11/01,2.3371
CHN,01/12/01,2.2688
CHN,01/01/02,2.2796
CHN,01/02/02,2.1624
CHN,01/03/02,2.0207
CHN,01/04/02,1.99
CHN,01/05/02,1.982
CHN,01/06/02,1.97
CHN,01/07/02,2.03
CHN,01/08/02,2.12
CHN,01/09/02,2.23
CHN,01/10/02,2.34
CHN,01/11/02,2.33
CHN,01/12/02,2.37
CHN,01/01/03,2.39
CHN,01/02/03,2.31
CHN,01/03/03,2.24
CHN,01/04/03,2.17
CHN,01/05/03,2.16
CHN,01/06/03,2.28
CHN,01/07/03,2.34
CHN,01/08/03,2.36
CHN,01/09/03,3.68
CHN,01/10/03,3.45
CHN,01/11/03,3.1
CHN,01/12/03,2.94
CHN,01/01/04,2.84
CHN,01/02/04,2.33
CHN,01/03/04,2.27
CHN,01/04/04,2.61
CHN,01/05/04,2.81
CHN,01/06/04,3.11
CHN,01/07/04,3.03
CHN,01/08/04,3
CHN,01/09/04,2.93
CHN,01/10/04,2.94
CHN,01/11/04,2.91
CHN,01/12/04,2.73
CHN,01/01/05,2.49
CHN,01/02/05,2.38
CHN,01/03/05,2.51
CHN,01/04/05,2.21
CHN,01/05/05,1.52
CHN,01/06/05,1.5
CHN,01/07/05,1.54
CHN,01/08/05,1.49
CHN,01/09/05,1.52
CHN,01/10/05,1.83
CHN,01/11/05,1.53
CHN,01/12/05,1.77
CHN,01/02/06,1.78
CHN,01/03/06,1.89
CHN,01/04/06,2.24
CHN,01/05/06,2.27
CHN,01/06/06,2.51
CHN,01/07/06,3.12
CHN,01/08/06,2.85
CHN,01/09/06,2.72
CHN,01/10/06,2.7
CHN,01/11/06,2.98
CHN,01/12/06,2.84
CHN,01/01/07,2.63
CHN,01/02/07,2.82
CHN,01/03/07,2.63
CHN,01/04/07,3.91
CHN,01/05/07,3.58
CHN,01/06/07,3.14
CHN,01/07/07,3.14
CHN,01/08/07,3.2
CHN,01/09/07,3.64
CHN,01/10/07,3.88
CHN,01/11/07,5.02
CHN,01/12/07,4.55
CHN,01/01/08,4.27
CHN,01/02/08,4.26
CHN,01/03/08,4.39
CHN,01/04/08,4.51
CHN,01/05/08,4.38
CHN,01/06/08,4.2
CHN,01/07/08,4.47
CHN,01/08/08,4.08
CHN,01/09/08,4.14
CHN,01/10/08,4.25
CHN,01/11/08,3.55
CHN,01/12/08,1.9
CHN,01/01/09,2.3
CHN,01/02/09,1.09
CHN,01/03/09,1.27
CHN,01/04/09,1.12
CHN,01/05/09,1.14
CHN,01/06/09,1.2
CHN,01/07/09,1.68
CHN,01/08/09,1.7
CHN,01/09/09,1.78
CHN,01/10/09,1.81
CHN,01/11/09,2.08
CHN,01/12/09,1.86
CHN,01/01/10,1.85
CHN,01/02/10,1.94
CHN,01/03/10,1.91
CHN,01/04/10,1.73
CHN,01/05/10,2.02
CHN,01/06/10,3.69
CHN,01/07/10,2.48
CHN,01/08/10,2.44
CHN,01/09/10,2.56
CHN,01/10/10,2.75
CHN,01/11/10,3.38
CHN,01/12/10,4.94
CHN,01/01/11,4.98
CHN,01/02/11,4.84
CHN,01/03/11,4.02
CHN,01/04/11,3.94
CHN,01/05/11,4.24
CHN,01/06/11,5.91
CHN,01/07/11,5.89
CHN,01/08/11,5.19
CHN,01/09/11,5.69
CHN,01/10/11,5.67
CHN,01/11/11,5.73
CHN,01/12/11,5.57
CHN,01/01/12,6.8
CHN,01/02/12,5.36
CHN,01/03/12,4.72
CHN,01/04/12,4.37
CHN,01/05/12,4.04
CHN,01/06/12,3.7
CHN,01/07/12,3.46
CHN,01/08/12,3.59
CHN,01/09/12,4.12
CHN,01/10/12,3.78
CHN,01/11/12,3.82
CHN,01/12/12,3.97
CHN,01/01/13,3.77
CHN,01/02/13,3.71
CHN,01/03/13,3.52
CHN,01/04/13,3.63
CHN,01/05/13,3.84
CHN,01/06/13,6.65
CHN,01/07/13,5.09
CHN,01/08/13,5.4
CHN,01/09/13,5.58
CHN,01/10/13,5.14
CHN,01/11/13,6.43
CHN,01/12/13,6.96
CHN,01/01/14,6.76
CHN,01/02/14,5.14
CHN,01/03/14,4.84
CHN,01/04/14,4.64
CHN,01/05/14,4.5
CHN,01/06/14,4.59
CHN,01/07/14,4.57
CHN,01/08/14,4.47
CHN,01/09/14,4.44
CHN,01/10/14,4.26
CHN,01/11/14,4.22
CHN,01/12/14,5.22
CHN,01/01/15,4.98
CHN,01/02/15,5.41
CHN,01/03/15,5.18
CHN,01/04/15,4.1
CHN,01/05/15,3.11
SWE,01/01/82,11.71
SWE,01/02/82,12.55
SWE,01/03/82,12.77
SWE,01/04/82,12.64
SWE,01/05/82,12.82
SWE,01/06/82,13.62
SWE,01/07/82,14.38
SWE,01/08/82,14.19
SWE,01/09/82,14.5
SWE,01/10/82,14.48
SWE,01/11/82,13.02
SWE,01/12/82,12.32
SWE,01/01/83,11.38
SWE,01/02/83,11.08
SWE,01/03/83,10.92
SWE,01/04/83,10.81
SWE,01/05/83,10.92
SWE,01/06/83,11.21
SWE,01/07/83,11.39
SWE,01/08/83,11.31
SWE,01/09/83,11.65
SWE,01/10/83,12.25
SWE,01/11/83,12.22
SWE,01/12/83,11.79
SWE,01/01/84,11.25
SWE,01/02/84,11
SWE,01/03/84,10.75
SWE,01/04/84,10.63
SWE,01/05/84,11
SWE,01/06/84,11.8
SWE,01/07/84,13.51
SWE,01/08/84,13.57
SWE,01/09/84,13.43
SWE,01/10/84,12.96
SWE,01/11/84,11.6
SWE,01/12/84,11.67
SWE,01/01/85,11.92
SWE,01/02/85,13.52
SWE,01/03/85,13.75
SWE,01/04/85,13.69
SWE,01/05/85,15.46
SWE,01/06/85,16.25
SWE,01/07/85,15.66
SWE,01/08/85,14.9
SWE,01/09/85,14.83
SWE,01/10/85,14.5
SWE,01/11/85,13.24
SWE,01/12/85,12.37
SWE,01/01/86,12.09
SWE,01/02/86,11.09
SWE,01/03/86,10.75
SWE,01/04/86,10.25
SWE,01/05/86,10.15
SWE,01/06/86,9.83
SWE,01/07/86,9.5
SWE,01/08/86,9.29
SWE,01/09/86,8.74
SWE,01/10/86,8.51
SWE,01/11/86,8.64
SWE,01/12/86,9.13
SWE,01/01/87,9.77
SWE,01/02/87,10.34
SWE,01/03/87,10.77
SWE,01/04/87,9.48
SWE,01/05/87,9.23
SWE,01/06/87,8.8
SWE,01/07/87,8.73
SWE,01/08/87,9.08
SWE,01/09/87,8.98
SWE,01/10/87,9.17
SWE,01/11/87,9.27
SWE,01/12/87,9.07
SWE,01/01/88,9.1
SWE,01/02/88,9.23
SWE,01/03/88,9.43
SWE,01/04/88,9.69
SWE,01/05/88,10.41
SWE,01/06/88,10.24
SWE,01/07/88,10.34
SWE,01/08/88,10.58
SWE,01/09/88,10.4
SWE,01/10/88,10.5
SWE,01/11/88,10.65
SWE,01/12/88,10.43
SWE,01/01/89,10.38
SWE,01/02/89,10.55
SWE,01/03/89,11.44
SWE,01/04/89,11.52
SWE,01/05/89,11.56
SWE,01/06/89,11.56
SWE,01/07/89,11.7
SWE,01/08/89,11.76
SWE,01/09/89,11.61
SWE,01/10/89,11.78
SWE,01/11/89,11.84
SWE,01/12/89,12.29
SWE,01/01/90,12.62
SWE,01/02/90,14.88
SWE,01/03/90,14.68
SWE,01/04/90,13.74
SWE,01/05/90,12.97
SWE,01/06/90,12.56
SWE,01/07/90,12.58
SWE,01/08/90,12.99
SWE,01/09/90,13.07
SWE,01/10/90,14.67
SWE,01/11/90,14.89
SWE,01/12/90,14.36
SWE,01/01/91,13.37
SWE,01/02/91,12.05
SWE,01/03/91,12.1
SWE,01/04/91,12.27
SWE,01/05/91,11.74
SWE,01/06/91,10.61
SWE,01/07/91,10.57
SWE,01/08/91,10.7
SWE,01/09/91,10.27
SWE,01/10/91,10.75
SWE,01/11/91,11.06
SWE,01/12/91,13.63
SWE,01/01/92,12.49
SWE,01/02/92,12.23
SWE,01/03/92,11.7
SWE,01/04/92,11.85
SWE,01/05/92,11.66
SWE,01/06/92,11.59
SWE,01/07/92,11.92
SWE,01/08/92,13.26
SWE,01/09/92,20.18
SWE,01/10/92,14.39
SWE,01/11/92,12.45
SWE,01/12/92,10.58
SWE,01/01/93,9.76
SWE,01/02/93,9.32
SWE,01/03/93,9.71
SWE,01/04/93,9.48
SWE,01/05/93,8.74
SWE,01/06/93,8.32
SWE,01/07/93,8.21
SWE,01/08/93,7.59
SWE,01/09/93,7.53
SWE,01/10/93,7.45
SWE,01/11/93,7.22
SWE,01/12/93,6.89
SWE,01/01/94,6.97
SWE,01/02/94,6.98
SWE,01/03/94,7.04
SWE,01/04/94,7.09
SWE,01/05/94,7
SWE,01/06/94,6.99
SWE,01/07/94,7.32
SWE,01/08/94,7.68
SWE,01/09/94,7.71
SWE,01/10/94,7.95
SWE,01/11/94,8.11
SWE,01/12/94,7.97
SWE,01/01/95,8.02
SWE,01/02/95,7.9
SWE,01/03/95,8.67
SWE,01/04/95,8.78
SWE,01/05/95,8.77
SWE,01/06/95,9.16
SWE,01/07/95,9.26
SWE,01/08/95,9.15
SWE,01/09/95,8.92
SWE,01/10/95,8.86
SWE,01/11/95,8.84
SWE,01/12/95,8.62
SWE,01/01/96,8.19
SWE,01/02/96,7.66
SWE,01/03/96,7.08
SWE,01/04/96,6.25
SWE,01/05/96,6.19
SWE,01/06/96,5.79
SWE,01/07/96,5.43
SWE,01/08/96,5.17
SWE,01/09/96,4.8
SWE,01/10/96,4.61
SWE,01/11/96,4.43
SWE,01/12/96,3.88
SWE,01/01/97,3.76
SWE,01/02/97,3.93
SWE,01/03/97,4.13
SWE,01/04/97,4.03
SWE,01/05/97,4.09
SWE,01/06/97,4.05
SWE,01/07/97,4.06
SWE,01/08/97,4.17
SWE,01/09/97,4.11
SWE,01/10/97,4.23
SWE,01/11/97,4.31
SWE,01/12/97,4.42
SWE,01/01/98,4.41
SWE,01/02/98,4.33
SWE,01/03/98,4.48
SWE,01/04/98,4.47
SWE,01/05/98,4.49
SWE,01/06/98,4.2
SWE,01/07/98,4.11
SWE,01/08/98,4.19
SWE,01/09/98,4.19
SWE,01/10/98,4.17
SWE,01/11/98,3.79
SWE,01/12/98,3.42
SWE,01/01/99,3.27
SWE,01/02/99,3.14
SWE,01/03/99,3.13
SWE,01/04/99,2.87
SWE,01/05/99,2.92
SWE,01/06/99,2.97
SWE,01/07/99,3.01
SWE,01/08/99,3
SWE,01/09/99,3.05
SWE,01/10/99,3.23
SWE,01/11/99,3.38
SWE,01/12/99,3.41
SWE,01/01/00,3.57
SWE,01/02/00,3.9
SWE,01/03/00,4.06
SWE,01/04/00,3.99
SWE,01/05/00,3.96
SWE,01/06/00,3.94
SWE,01/07/00,4.03
SWE,01/08/00,4
SWE,01/09/00,3.94
SWE,01/10/00,3.99
SWE,01/11/00,4
SWE,01/12/00,4.07
SWE,01/01/01,4.07
SWE,01/02/01,4.1
SWE,01/03/01,4.06
SWE,01/04/01,3.94
SWE,01/05/01,4.01
SWE,01/06/01,4.17
SWE,01/07/01,4.31
SWE,01/08/01,4.28
SWE,01/09/01,4.01
SWE,01/10/01,3.7
SWE,01/12/01,3.71
SWE,01/01/02,3.74
SWE,01/02/02,3.87
SWE,01/03/02,4.09
SWE,01/04/02,4.25
SWE,01/05/02,4.29
SWE,01/06/02,4.28
SWE,01/07/02,4.26
SWE,01/08/02,4.19
SWE,01/09/02,4.17
SWE,01/10/02,4.07
SWE,01/11/02,3.91
SWE,01/12/02,3.67
SWE,01/01/03,3.65
SWE,01/02/03,3.61
SWE,01/03/03,3.4
SWE,01/04/03,3.42
SWE,01/05/03,3.18
SWE,01/06/03,2.81
SWE,01/07/03,2.68
SWE,01/08/03,2.71
SWE,01/09/03,2.71
SWE,01/10/03,2.73
SWE,01/11/03,2.72
SWE,01/12/03,2.7
SWE,01/01/04,2.6
SWE,01/02/04,2.46
SWE,01/03/04,2.36
SWE,01/04/04,2.02
SWE,01/05/04,1.99
SWE,01/06/04,1.98
SWE,01/07/04,1.99
SWE,01/08/04,1.99
SWE,01/09/04,2
SWE,01/10/04,1.99
SWE,01/11/04,1.99
SWE,01/12/04,2
SWE,01/01/05,2
SWE,01/02/05,1.97
SWE,01/03/05,1.97
SWE,01/04/05,1.99
SWE,01/05/05,1.9
SWE,01/06/05,1.65
SWE,01/07/05,1.48
SWE,01/08/05,1.48
SWE,01/09/05,1.47
SWE,01/10/05,1.49
SWE,01/11/05,1.51
SWE,01/12/05,1.69
SWE,01/01/06,1.83
SWE,01/02/06,1.93
SWE,01/03/06,1.96
SWE,01/04/06,2.05
SWE,01/05/06,2.11
SWE,01/06/06,2.21
SWE,01/07/06,2.28
SWE,01/08/06,2.43
SWE,01/09/06,2.54
SWE,01/10/06,2.74
SWE,01/11/06,2.9
SWE,01/12/06,3
SWE,01/01/07,3.21
SWE,01/02/07,3.29
SWE,01/03/07,3.26
SWE,01/04/07,3.34
SWE,01/05/07,3.4
SWE,01/06/07,3.45
SWE,01/07/07,3.53
SWE,01/08/07,3.58
SWE,01/09/07,3.62
SWE,01/10/07,3.81
SWE,01/11/07,4.02
SWE,01/12/07,4.12
SWE,01/01/08,4.11
SWE,01/02/08,4.21
SWE,01/03/08,4.24
SWE,01/04/08,4.14
SWE,01/05/08,4.11
SWE,01/06/08,4.17
SWE,01/07/08,4.34
SWE,01/08/08,4.4
SWE,01/09/08,4.49
SWE,01/10/08,3.63
SWE,01/11/08,3.2
SWE,01/12/08,1.82
SWE,01/01/09,1.35
SWE,01/02/09,0.85
SWE,01/03/09,0.4
SWE,01/04/09,0.3
SWE,01/05/09,0.47
SWE,01/06/09,0.39
SWE,01/07/09,0.18
SWE,01/08/09,0.16
SWE,01/09/09,0.15
SWE,01/10/09,0.18
SWE,01/11/09,0.18
SWE,01/12/09,0.17
SWE,01/01/10,0.2
SWE,01/02/10,0.22
SWE,01/03/10,0.23
SWE,01/04/10,0.29
SWE,01/05/10,0.28
SWE,01/06/10,0.27
SWE,01/07/10,0.39
SWE,01/08/10,0.45
SWE,01/09/10,0.52
SWE,01/10/10,0.81
SWE,01/11/10,1.11
SWE,01/12/10,1.28
SWE,01/01/11,1.49
SWE,01/02/11,1.74
SWE,01/03/11,1.74
SWE,01/04/11,1.8
SWE,01/05/11,1.91
SWE,01/06/11,1.85
SWE,01/07/11,1.8
SWE,01/08/11,1.71
SWE,01/09/11,1.58
SWE,01/10/11,1.45
SWE,01/11/11,1.45
SWE,01/12/11,1.37
SWE,01/01/12,1.56
SWE,01/02/12,1.59
SWE,01/03/12,1.49
SWE,01/04/12,1.44
SWE,01/05/12,1.38
SWE,01/06/12,1.24
SWE,01/07/12,1.1
SWE,01/08/12,1.15
SWE,01/09/12,1.04
SWE,01/10/12,0.98
SWE,01/11/12,1.06
SWE,01/12/12,1.01
SWE,01/01/13,0.96
SWE,01/02/13,0.98
SWE,01/03/13,0.97
SWE,01/04/13,0.95
SWE,01/05/13,0.92
SWE,01/06/13,0.92
SWE,01/07/13,0.93
SWE,01/08/13,0.93
SWE,01/09/13,0.89
SWE,01/10/13,0.92
SWE,01/11/13,0.92
SWE,01/12/13,0.82
SWE,01/01/14,0.73
SWE,01/02/14,0.73
SWE,01/03/14,0.73
SWE,01/04/14,0.7
SWE,01/05/14,0.66
SWE,01/06/14,0.58
SWE,01/07/14,0.26
SWE,01/08/14,0.22
SWE,01/09/14,0.19
SWE,01/10/14,0.14
SWE,01/11/14,0.05
SWE,01/12/14,0.06
SWE,01/01/15,0.11
SWE,01/02/15,-0.02
SWE,01/03/15,-0.11
SWE,01/04/15,-0.26
SWE,01/05/15,-0.27
SWE,01/06/15,-0.32
SWE,01/07/15,-0.48
SWE,01/08/15,-0.46
SWE,01/09/15,-0.48
SWE,01/10/15,-0.44
SWE,01/11/15,-0.36
SWE,01/12/15,-0.38
SWE,01/01/16,-0.46
SWE,01/02/16,-0.5
SWE,01/03/16,-0.59
SWE,01/04/16,-0.59
SWE,01/05/16,-0.6
MEX,01/01/97,25.38
MEX,01/02/97,23.54
MEX,01/03/97,23.73
MEX,01/04/97,23.97
MEX,01/05/97,21.73
MEX,01/06/97,22.41
MEX,01/07/97,20.73
MEX,01/08/97,21.27
MEX,01/09/97,21.27
MEX,01/10/97,20.47
MEX,01/11/97,22.55
MEX,01/12/97,20.48
MEX,01/01/98,19.95
MEX,01/02/98,20.67
MEX,01/03/98,21.83
MEX,01/04/98,20.44
MEX,01/05/98,20.27
MEX,01/06/98,21.79
MEX,01/07/98,22.66
MEX,01/08/98,27.2
MEX,01/09/98,40.35
MEX,01/10/98,38.69
MEX,01/11/98,35.56
MEX,01/12/98,36.29
MEX,01/01/99,35.45
MEX,01/02/99,31.35
MEX,01/03/99,26.37
MEX,01/04/99,22.99
MEX,01/05/99,23.26
MEX,01/06/99,23.77
MEX,01/07/99,22.98
MEX,01/08/99,24.36
MEX,01/09/99,23.43
MEX,01/10/99,22.41
MEX,01/11/99,20.09
MEX,01/12/99,19.06
MEX,01/01/00,18.69
MEX,01/02/00,18.12
MEX,01/03/00,15.86
MEX,01/04/00,15.1
MEX,01/05/00,16.77
MEX,01/06/00,17.73
MEX,01/07/00,15.4
MEX,01/08/00,16.84
MEX,01/09/00,17.13
MEX,01/10/00,17.99
MEX,01/11/00,18.76
MEX,01/12/00,18.39
MEX,01/01/01,18.86
MEX,01/02/01,18.36
MEX,01/03/01,17.22
MEX,01/04/01,16.31
MEX,01/05/01,14.22
MEX,01/06/01,11.9
MEX,01/07/01,11.6
MEX,01/08/01,10.22
MEX,01/09/01,12.19
MEX,01/10/01,11.16
MEX,01/11/01,10.21
MEX,01/12/01,8.87
MEX,01/01/02,8.44
MEX,01/02/02,9.06
MEX,01/03/02,8.61
MEX,01/04/02,7.12
MEX,01/05/02,7.63
MEX,01/06/02,8.65
MEX,01/07/02,8.73
MEX,01/08/02,7.95
MEX,01/09/02,8.74
MEX,01/10/02,9.1
MEX,01/11/02,8.73
MEX,01/12/02,8.64
MEX,01/01/03,9.38
MEX,01/02/03,9.85
MEX,01/03/03,10.04
MEX,01/04/03,8.7
MEX,01/05/03,6.74
MEX,01/06/03,6.19
MEX,01/07/03,5.7
MEX,01/08/03,5.54
MEX,01/09/03,5.5
MEX,01/10/03,5.93
MEX,01/11/03,5.83
MEX,01/12/03,6.57
MEX,01/01/04,5.55
MEX,01/02/04,6.07
MEX,01/03/04,6.55
MEX,01/04/04,6.37
MEX,01/05/04,7.31
MEX,01/06/04,7.59
MEX,01/07/04,7.63
MEX,01/08/04,7.84
MEX,01/09/04,8.06
MEX,01/10/04,8.46
MEX,01/11/04,8.85
MEX,01/12/04,9.03
MEX,01/01/05,9.03
MEX,01/02/05,9.59
MEX,01/03/05,9.98
MEX,01/04/05,10.22
MEX,01/05/05,10.21
MEX,01/06/05,10.01
MEX,01/07/05,10.03
MEX,01/08/05,10.03
MEX,01/09/05,9.45
MEX,01/10/05,9.25
MEX,01/11/05,9.14
MEX,01/12/05,8.64
MEX,01/01/06,8.16
MEX,01/02/06,7.93
MEX,01/03/06,7.78
MEX,01/04/06,7.72
MEX,01/05/06,7.59
MEX,01/06/06,7.68
MEX,01/07/06,7.57
MEX,01/08/06,7.48
MEX,01/09/06,7.5
MEX,01/10/06,7.65
MEX,01/11/06,7.62
MEX,01/12/06,7.6
MEX,01/01/07,7.67
MEX,01/02/07,7.67
MEX,01/03/07,7.68
MEX,01/04/07,7.61
MEX,01/05/07,7.83
MEX,01/06/07,7.82
MEX,01/07/07,7.78
MEX,01/08/07,7.79
MEX,01/09/07,7.77
MEX,01/10/07,7.78
MEX,01/11/07,8.01
MEX,01/12/07,8
MEX,01/01/08,7.99
MEX,01/02/08,7.93
MEX,01/03/08,7.94
MEX,01/04/08,7.96
MEX,01/05/08,7.96
MEX,01/06/08,8.1
MEX,01/07/08,8.49
MEX,01/08/08,8.71
MEX,01/09/08,8.74
MEX,01/10/08,8.76
MEX,01/11/08,8.83
MEX,01/12/08,8.82
MEX,01/01/09,8.41
MEX,01/02/09,7.86
MEX,01/03/09,7.54
MEX,01/04/09,6.5
MEX,01/05/09,5.65
MEX,01/06/09,5.18
MEX,01/07/09,4.91
MEX,01/08/09,4.95
MEX,01/09/09,5
MEX,01/10/09,5
MEX,01/11/09,5.08
MEX,01/12/09,5.07
MEX,01/01/10,5.06
MEX,01/02/10,5.03
MEX,01/03/10,5.03
MEX,01/04/10,5.03
MEX,01/05/10,5.04
MEX,01/06/10,5.01
MEX,01/07/10,5.01
MEX,01/08/10,4.99
MEX,01/09/10,4.98
MEX,01/10/10,4.95
MEX,01/11/10,4.92
MEX,01/12/10,4.95
MEX,01/01/11,4.92
MEX,01/02/11,4.88
MEX,01/03/11,4.87
MEX,01/04/11,4.88
MEX,01/05/11,4.88
MEX,01/06/11,4.89
MEX,01/07/11,4.86
MEX,01/08/11,4.85
MEX,01/09/11,4.8
MEX,01/10/11,4.81
MEX,01/11/11,4.81
MEX,01/12/11,4.81
MEX,01/01/12,4.8
MEX,01/02/12,4.8
MEX,01/03/12,4.79
MEX,01/04/12,4.76
MEX,01/05/12,4.78
MEX,01/06/12,4.78
MEX,01/07/12,4.79
MEX,01/08/12,4.8
MEX,01/09/12,4.82
MEX,01/10/12,4.84
MEX,01/11/12,4.86
MEX,01/12/12,4.86
MEX,01/01/13,4.86
MEX,01/02/13,4.82
MEX,01/03/13,4.49
MEX,01/04/13,4.34
MEX,01/05/13,4.32
MEX,01/06/13,4.31
MEX,01/07/13,4.32
MEX,01/08/13,4.31
MEX,01/09/13,4.11
MEX,01/10/13,3.97
MEX,01/11/13,3.79
MEX,01/12/13,3.79
MEX,01/01/14,3.8
MEX,01/02/14,3.8
MEX,01/03/14,3.81
MEX,01/04/14,3.81
MEX,01/05/14,3.82
MEX,01/06/14,3.44
MEX,01/07/14,3.31
MEX,01/08/14,3.31
MEX,01/09/14,3.3
MEX,01/10/14,3.3
MEX,01/11/14,3.3
MEX,01/12/14,3.31
MEX,01/01/15,3.31
MEX,01/02/15,3.31
MEX,01/03/15,3.33
MEX,01/04/15,3.31
MEX,01/05/15,3.31
MEX,01/06/15,3.31
MEX,01/07/15,3.32
MEX,01/08/15,3.35
MEX,01/09/15,3.36
MEX,01/10/15,3.32
MEX,01/11/15,3.38
MEX,01/12/15,3.5
MEX,01/01/16,3.59
MEX,01/02/16,3.78
MEX,01/03/16,4.11
MEX,01/04/16,4.12
MEX,01/05/16,4.14
FRA,01/01/70,10.35
FRA,01/02/70,9.86
FRA,01/03/70,9.55
FRA,01/04/70,8.95
FRA,01/05/70,9.02
FRA,01/06/70,9.59
FRA,01/07/70,9.1
FRA,01/08/70,8.64
FRA,01/09/70,8.28
FRA,01/10/70,8.28
FRA,01/11/70,7.96
FRA,01/12/70,7.52
FRA,01/01/71,6.67
FRA,01/02/71,6.29
FRA,01/03/71,6.17
FRA,01/04/71,5.99
FRA,01/05/71,6.53
FRA,01/06/71,6.95
FRA,01/07/71,6.29
FRA,01/08/71,6.41
FRA,01/09/71,6.41
FRA,01/10/71,6.18
FRA,01/11/71,5.87
FRA,01/12/71,5.68
FRA,01/01/72,5.39
FRA,01/02/72,5.41
FRA,01/03/72,4.97
FRA,01/04/72,5.11
FRA,01/05/72,5.42
FRA,01/06/72,4.89
FRA,01/07/72,4.85
FRA,01/08/72,4.73
FRA,01/09/72,4.78
FRA,01/10/72,5.82
FRA,01/11/72,6.81
FRA,01/12/72,7.9
FRA,01/01/73,7.72
FRA,01/02/73,7.89
FRA,01/03/73,7.8
FRA,01/04/73,7.68
FRA,01/05/73,7.84
FRA,01/06/73,8
FRA,01/07/73,8.94
FRA,01/08/73,9.41
FRA,01/09/73,10.37
FRA,01/10/73,11.36
FRA,01/11/73,11.18
FRA,01/12/73,11.36
FRA,01/01/74,13.43
FRA,01/02/74,12.49
FRA,01/03/74,12.33
FRA,01/04/74,12.27
FRA,01/05/74,12.78
FRA,01/06/74,13.74
FRA,01/07/74,14.13
FRA,01/08/74,13.97
FRA,01/09/74,13.92
FRA,01/10/74,13.38
FRA,01/11/74,12.26
FRA,01/12/74,11.53
FRA,01/01/75,11.03
FRA,01/02/75,9.79
FRA,01/03/75,8.94
FRA,01/04/75,8.24
FRA,01/05/75,7.58
FRA,01/06/75,7.26
FRA,01/07/75,7.33
FRA,01/08/75,7.12
FRA,01/09/75,7.05
FRA,01/10/75,7.01
FRA,01/11/75,6.98
FRA,01/12/75,6.75
FRA,01/01/76,6.41
FRA,01/02/76,7.43
FRA,01/03/76,7.84
FRA,01/04/76,7.68
FRA,01/05/76,7.8
FRA,01/06/76,7.99
FRA,01/07/76,8.48
FRA,01/08/76,9.61
FRA,01/09/76,9.59
FRA,01/10/76,10.34
FRA,01/11/76,10.54
FRA,01/12/76,10.57
FRA,01/01/77,10.02
FRA,01/02/77,9.84
FRA,01/03/77,9.96
FRA,01/04/77,9.39
FRA,01/05/77,9.14
FRA,01/06/77,9.04
FRA,01/07/77,8.72
FRA,01/08/77,8.49
FRA,01/09/77,8.38
FRA,01/10/77,8.45
FRA,01/11/77,9.31
FRA,01/12/77,9.85
FRA,01/01/78,9.26
FRA,01/02/78,10.47
FRA,01/03/78,9.91
FRA,01/04/78,8.44
FRA,01/05/78,8.24
FRA,01/06/78,7.93
FRA,01/07/78,7.63
FRA,01/08/78,7.45
FRA,01/09/78,7.4
FRA,01/10/78,7.37
FRA,01/11/78,7.11
FRA,01/12/78,6.67
